1 1 -0.978795 0.203668 2.1735 1.2394 0.546089 2.53052 -0.384275 0.793845 -0.865524 1.59054
2 2 2.04274 2.32111 1.01877 3.50797 -1.25134 1.37428 -1.38869 1.69604 0.00420094 0.661414
3 3 -2.69486 -1.97501 3.92572 0.0314906 -1.77891 -2.99981 -1.10652 0.659728 -2.64314 -1.75492
4 4 -0.710839 -2.25184 -0.573999 0.358101 -3.23673 -0.60333 0.537942 0.881609 -0.811345 -2.40164
5 5 0.257385 1.12479 -1.12788 1.35286 0.00291395 -0.144473 -1.83137 2.78228 -0.236076 0.67192
6 6 1.20848 -0.0324218 -2.38355 -1.92618 -1.98304 -0.418088 1.29246 1.18561 -1.49408 -0.0601948
7 7 0.31669 0.764084 -2.95629 -0.293002 0.264497 3.42919 1.97787 1.71526 3.35203 -1.37257
8 8 -1.89484 0.725634 -0.651738 -3.14177 1.7361 0.385504 -0.837272 -0.51993 -2.09047 -2.02079
9 9 -0.408689 1.72804 -0.0613946 -1.60108 1.48589 -0.759054 1.45704 0.145415 0.00736243 -1.05753
10 10 1.78202 1.00719 1.07543 -1.14031 -0.157071 -1.32485 0.781303 -1.09077 -1.01018 -0.382964
11 11 1.37762 -0.881319 -2.26775 0.790187 3.13035 -0.514304 -0.968679 0.820246 1.11887 1.03799
12 12 0.810037 -0.293914 -0.687627 -0.185763 4.10207 0.571304 -2.4725 -0.00526388 2.89273 3.30437
13 13 -2.49329 -4.69685 -1.74166 -1.60969 1.1738 -0.878489 1.51843 1.55083 2.5322 -0.0933976
14 14 1.10879 2.73671 -0.235043 -3.40958 1.68646 1.86335 -1.04639 -1.4905 -0.349899 -1.27077
15 15 2.00728 -1.51462 -1.76175 -3.42842 0.51156 0.815875 -0.147314 -2.16563 0.168158 0.319
16 16 2.00446 -0.664543 -0.744635 -2.23764 2.11258 -0.285945 0.849274 0.930221 1.33275 1.96432
17 17 1.68513 0.514125 -0.672635 -0.991925 1.42356 -2.52322 0.343532 -0.988772 1.10919 -0.0698295
18 18 -1.38519 -1.94128 -1.25626 0.263452 0.0124795 0.666147 0.0686527 0.0668238 -0.813314 -0.0457239
19 19 0.47525 1.82054 -1.46155 -1.44694 -0.0460849 2.61854 -0.152595 -1.82911 -0.956935 -0.786026
20 20 -0.468096 0.633746 -1.33246 -0.275846 1.95272 -2.32124 0.396309 -0.605945 2.00127 2.48332
21 21 2.13162 -0.883408 0.836059 1.65691 0.754391 0.600175 -2.23355 -0.679988 1.06442 -0.220277
22 22 -1.046 0.680854 -1.47842 -4.18986 -0.151201 1.35736 -1.58732 0.0101099 0.898624 -0.325585
23 23 1.73101 -1.03555 -0.35521 -1.95357 -2.40652 -2.09452 1.11772 1.06539 -0.215321 0.582799
24 24 2.15982 -2.30554 -0.096864 -1.64944 0.309502 1.52414 1.23931 0.553713 0.328393 -3.00579
25 25 -0.74267 1.63729 -1.4829 -2.87449 0.373219 -0.587979 -3.32953 1.22953 -0.0341967 0.876734
26 26 -0.38214 0.37802 -0.147556 -1.11509 -0.229428 -3.98216 -0.51029 -0.507875 -1.45761 -0.0584235
27 27 0.107218 -1.21 1.59267 -2.75475 -2.88902 1.4446 0.925266 0.899016 -1.0271 1.87662
28 28 -1.70538 -0.947947 -1.03039 -1.53378 0.361245 1.50405 1.14488 1.10346 -0.780281 1.54669
29 29 0.0641369 2.51723 -1.23069 -2.65882 -1.89648 2.33427 0.181701 1.18603 0.248889 0.81594
30 30 -0.504131 -0.554306 -2.89407 -1.71568 0.504317 -1.49972 -1.09591 -1.92785 0.664434 -1.20752
31 31 1.62777 1.09443 -0.203871 -3.03318 1.87422 0.0129422 0.184912 0.178912 3.52946 2.42999
32 32 0.579933 2.71988 -0.609867 -0.298354 -1.10987 -2.00082 1.69254 1.87925 -0.653344 1.75644
33 33 -0.386336 1.68085 3.354 0.0276098 0.421652 -2.32974 0.47921 1.5944 1.19967 0.189406
34 34 1.28748 0.563703 1.00222 0.986779 -2.58988 0.0748914 0.482068 -1.4527 -0.357485 -0.759779
35 35 -0.490769 1.29148 -2.09323 -1.73135 0.5356 -1.75988 -0.241598 2.73192 -0.880025 2.22975
36 36 1.35146 3.76257 0.152313 -0.588482 0.396381 -2.87707 2.03521 0.318498 -1.04377 0.0186746
37 37 2.23227 -2.23432 -1.7463 -3.77928 -0.330141 4.3412 0.945862 1.07709 1.8102 2.96951
38 38 0.462633 -0.108026 -0.623249 -1.09829 2.97576 0.552509 3.34355 -1.00389 2.18411 1.77615
39 39 1.37201 0.110256 1.39599 0.256244 0.774586 -0.930797 0.356944 0.485089 1.09024 3.41759
40 40 -2.00635 0.327579 -0.864453 -3.43447 2.16167 0.299993 -2.07734 -2.47802 -1.79461 3.63488
41 41 1.0385 -1.75306 1.2294 -0.840652 0.29011 0.14231 0.52362 -0.693842 1.52207 -1.86856
42 42 2.71884 -2.35534 1.92192 -2.70089 1.83925 0.389411 -1.60562 0.937134 0.660708 1.92223
43 43 -2.12549 0.897252 0.519791 -3.88157 -0.770895 0.456686 -0.780211 -0.896488 0.498418 1.29961
44 44 1.07233 1.5678 -0.374445 -1.08293 -0.725404 1.76311 -1.34628 -1.47385 2.63842 -1.3857
45 45 -0.329773 -0.250276 3.4043 -0.146588 5.26032 0.929592 2.37874 -0.159545 0.916408 2.01235
46 46 0.334034 -1.04806 3.43942 -3.00128 0.557663 0.92999 -0.968697 1.41273 1.21837 2.31931
47 47 -3.41738 -3.87563 -1.41205 0.0713701 -0.520707 2.66289 -0.879158 0.263392 0.858141 -0.0112552
48 48 -1.79656 -1.34241 1.76527 1.48792 2.12103 1.12798 1.81996 -0.0532548 -0.217611 0.729858
49 49 0.37141 -0.894668 -0.993925 -3.45614 1.07567 1.82094 -3.47096 1.01424 0.951854 -0.484421
50 50 1.01597 -0.962683 -0.511795 -0.745973 -0.541461 1.61269 0.476224 -2.81512 0.176812 2.55548
51 51 -0.384998 0.974497 0.421452 -3.73974 1.9509 1.96508 -0.765135 -3.29496 1.31016 -1.49325
52 52 0.798911 0.0910474 -1.13887 -1.8082 -0.716415 0.782776 0.099267 -0.00754607 -1.37642 0.506074
53 53 0.283979 -0.812577 -0.217858 0.784818 0.773384 -0.381156 -3.31161 -1.21622 1.91088 0.892914
54 54 0.328664 -1.5951 -0.558528 -2.66789 1.66818 2.12117 -2.22962 0.170479 -2.0381 0.325181
55 55 1.66659 0.390709 -1.37942 -3.66185 -1.21107 -2.57009 -0.117146 -1.37961 -1.79779 -0.45513
56 56 1.22889 -0.644976 -1.0943 -0.380707 3.32214 0.562505 -2.10954 -2.08073 2.31966 -1.04264
57 57 -2.59683 1.12847 1.35174 0.820615 1.54829 0.725519 0.779792 -3.07519 2.50139 -2.05804
58 58 -3.78942 1.72282 -0.630558 -0.324491 2.30416 2.91332 1.26909 -0.941344 0.741402 -0.557903
59 59 -1.29224 1.7539 0.494837 1.44604 3.36436 1.88038 -0.88958 -4.95189 -1.0226 1.93457
60 60 1.62325 -0.489526 2.25093 -0.520868 1.99703 -2.0327 -2.68428 1.83912 -1.03752 -1.31259
61 61 -2.391 -0.136493 -0.974289 -0.380995 1.98195 0.557412 -0.856779 0.0459993 -1.48809 -2.67305
62 62 0.767689 2.67548 1.96595 -4.74556 -1.33728 0.842679 1.2989 1.39478 0.814803 -1.18692
63 63 0.918963 2.65848 0.356542 0.795006 -0.802648 2.10595 1.05421 -0.263876 -0.409231 0.868666
64 64 1.70285 -0.0931888 -1.3511 -2.3787 0.956646 -2.98375 -1.32199 0.0108562 -0.961246 -1.60891
65 65 1.29779 1.19584 1.43176 -1.13773 1.62394 -0.572134 -3.11444 -1.88015 0.655409 2.30423
66 66 1.04898 1.74143 0.289884 -2.32145 1.82075 -0.332947 0.95992 -0.988375 -0.589722 0.454974
67 67 1.54908 -1.82971 0.774341 -1.01701 -3.21048 2.08934 0.640422 2.15761 -0.442581 -0.00659096
68 68 0.0975988 -0.318403 0.99592 -0.519517 -4.36452 0.122333 1.19481 -1.31605 -2.84961 0.0866681
69 69 -0.136294 -0.298761 2.83063 0.713123 -1.14762 -1.36534 1.16556 2.44557 0.59004 -2.30235
70 70 -0.380007 -1.52293 2.41566 0.612207 -1.3931 -0.813077 0.3659 0.00359488 -2.72264 -0.345291
71 71 3.60818 -0.208301 2.77839 -0.985592 0.455737 -0.808397 3.27416 -0.0127628 -0.0438041 -2.17834
72 72 0.373682 -0.101974 2.53467 2.13991 -1.15104 -1.63719 -0.938855 2.70381 1.53007 -0.166952
73 73 -3.14023 3.79738 3.11735 -0.0317348 -0.753443 0.502518 -0.522384 0.825421 -1.77858 -1.73727
74 74 0.136774 2.09352 -1.62586 -0.960288 -0.632128 1.72856 2.52688 -2.95306 -0.724365 -0.67977
75 75 2.67406 0.165029 0.880507 -1.5899 -0.320674 1.13297 -1.06401 0.143088 -1.85074 0.398324
76 76 2.10807 1.69266 -0.592805 0.561301 0.99717 -2.61414 0.861024 -1.28115 -0.625889 -0.725097
77 77 -0.629558 1.47653 2.12184 0.983805 2.5468 -1.84386 1.71949 0.308859 0.991153 -1.24936
78 78 0.414032 -0.66795 -0.556006 -0.0804981 1.27211 -0.547524 -0.541372 -0.258462 1.17297 -0.547682
79 79 1.09991 -0.950073 -3.61703 0.915848 -3.3037 -0.177962 0.956042 1.20054 0.327288 -2.51297
80 80 -0.564305 -1.24151 2.08161 1.42551 2.43828 -2.1446 1.1765 -0.816216 1.26011 0.894934
81 81 1.27263 -1.27508 0.471932 -2.87791 2.84043 -2.47353 1.11646 -1.30395 1.65625 -0.462212
82 82 3.13438 0.488334 -3.93708 0.0689226 4.98027 -1.21184 -1.31508 -2.46756 -0.894005 0.129035
83 83 2.01466 -1.12355 1.3439 -1.10555 -2.3202 -2.14263 -1.61712 -1.84779 -0.653635 -3.0304
84 84 3.91681 0.505428 -0.822224 -2.16424 1.40771 -2.08799 -0.0311776 -0.774289 -1.39969 -0.755718
85 85 0.846741 -2.70707 1.97273 -3.02459 -2.60779 -1.05992 1.17499 -2.42544 0.0461474 -0.537561
86 86 -4.04332 -0.578878 -1.35207 -3.01957 -0.973165 0.419247 2.32928 -2.02835 -1.77051 -0.000505924
87 87 1.59801 -1.48746 3.31589 0.338832 -2.62235 -0.100115 -1.15289 -1.93441 -1.25325 -3.17281
88 88 1.30887 -2.22896 0.0587214 1.06053 -0.970165 -0.870975 0.351433 -1.72923 0.361749 -0.744081
89 89 -1.40894 -3.40802 1.20187 -0.673089 -1.85416 1.94065 0.654508 -0.458566 -3.43994 1.9696
90 90 0.39636 -0.765664 2.98121 2.71421 1.5826 0.336631 1.25917 0.0877913 -1.09971 -3.29288
91 91 -1.16893 1.11127 -1.04152 -0.695194 -1.29453 -2.22809 1.25651 -0.184112 0.320142 1.98695
92 92 1.2624 -0.740345 0.0830207 1.00685 0.355185 -2.10761 0.951506 0.72594 0.090721 1.57273
93 93 -1.26434 0.0185437 -2.1016 1.90822 -0.180429 -1.44775 -0.475049 -0.578148 -1.40461 -3.65705
94 94 1.81231 0.299167 -2.05344 -4.59023 -1.58131 1.16559 0.854346 -1.09091 2.99188 -0.803443
95 95 -1.37683 0.866258 -2.19712 0.434709 1.18727 -1.14278 0.651742 -1.23765 -0.689077 -2.26424
96 96 2.11658 2.13935 1.0558 1.32005 -0.374765 1.66857 1.23136 -0.503117 2.74754 -1.65823
97 97 1.94421 1.58459 -1.27233 0.323725 -1.74568 -1.4614 0.316079 0.0131922 -1.80064 -0.0300006
98 98 -1.38946 0.519254 1.33869 -0.264319 1.29919 1.5358 -3.61167 -0.572175 -2.66275 0.441253
99 99 1.40115 0.157784 -0.196631 -0.160507 2.78351 2.3653 -1.6389 -1.64289 -1.48111 -1.07749
100 100 -1.26654 -2.41041 1.58531 0.229825 1.09548 0.0251079 2.85214 -1.02694 0.488174 -0.542638
101 101 -3.13165 -1.5543 1.71518 2.77593 0.731982 2.64134 1.18175 -0.287851 -0.40338 -0.584352
102 102 -1.74857 2.51835 -0.372249 -0.889542 -2.23927 1.87191 -0.803875 -2.33115 0.139315 0.994625
103 103 -0.192775 2.93494 0.430647 -1.57824 -0.943925 2.20982 -0.766135 -0.644334 1.91525 0.934358
104 104 -1.25966 1.05574 1.4188 0.377668 0.695893 -1.11289 1.12406 2.29477 0.871539 3.93504
105 105 -3.1897 0.509313 -0.485506 0.718992 0.140781 0.774402 0.0623905 -0.219611 -0.929131 1.70347
106 106 -1.7279 -0.400585 0.0132581 -1.85549 0.624482 0.212366 1.43722 -1.13146 3.3238 -0.420542
107 107 -1.42453 1.53272 2.11042 -3.92347 0.77403 2.10182 0.918662 1.02293 -0.0467575 -1.0686
108 108 -3.10178 0.0775616 2.44852 -0.091331 -1.96803 -1.55805 1.87549 -5.38283 0.0585542 1.7773
109 109 -0.824302 -0.810926 1.32914 -0.348862 1.12215 -0.597141 0.14698 -3.13675 -0.469947 -0.213899
110 110 1.25055 -0.244793 1.1366 -0.0742685 3.04617 -0.776782 -1.43796 -2.84582 0.033862 -0.591374
111 111 -1.60165 0.00831412 0.56852 0.413358 -1.30614 0.384409 -0.900999 -1.81051 0.0522855 1.11583
112 112 0.805638 0.294495 -1.14181 -3.36356 -1.02439 -0.23806 1.4054 0.197554 0.433569 0.497155
113 113 -0.68017 2.94231 1.03091 -1.77378 -3.37601 1.01602 0.632003 0.0412259 -0.15343 0.204638
114 114 0.148068 -1.71493 -0.0588267 -1.02501 0.473842 2.18842 -0.889719 -0.434514 -2.56292 0.00315851
115 115 -0.561846 1.97905 -0.516743 0.708705 0.259195 -0.68834 1.17791 -1.41479 0.306861 2.07629
116 116 1.92973 -1.76833 -1.08648 0.695542 -1.50389 0.339427 -4.15087 -0.575248 -2.06053 0.498211
117 117 -2.20272 -1.26806 1.99867 -1.91244 -1.82862 0.653276 1.41138 -2.43059 2.46769 -3.38619
118 118 -0.96495 -0.766401 2.62199 0.311073 0.853947 0.0791664 -0.935428 -1.2698 1.50254 -1.04676
119 119 0.316042 -0.10806 1.97455 -0.560653 -0.853314 0.31499 1.25045 -1.36613 3.53168 -0.567702
120 120 0.985996 1.11596 -5.65685 -1.66007 -0.577092 2.18867 -2.30506 -2.08712 0.840976 -1.71549
121 121 -0.00511104 1.52912 0.35259 -1.01169 -1.04471 -1.75461 0.621829 0.253224 -0.220371 -2.28273
122 122 0.224599 0.356579 2.15619 0.303057 -0.622124 -1.7277 0.402268 0.427751 -2.2122 0.357677
123 123 -2.68943 1.38485 0.386937 2.38402 -1.93201 -2.29101 -1.69069 -2.08981 0.226005 -0.109845
124 124 -2.1881 0.377241 0.778548 -0.28553 -1.91083 0.119598 -0.715778 -0.879925 0.665683 0.785482
125 125 -1.87007 0.727907 2.66302 -2.73927 0.0149334 -0.291023 -1.29794 -1.74914 -0.488524 -0.542587
126 126 2.06276 3.7765 1.70824 0.719952 0.10655 0.875507 0.854896 -1.85492 0.66619 -0.600838
127 127 3.77515 1.43729 -1.38246 -1.03087 1.39318 2.11016 -1.26455 0.747983 1.62127 -0.200011
